,Trans_desc_brand,Prediction
4087,CHECK CRD PURCHASE 11/11 COACHTRAININGALLIANCE.  111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11COACHTRAININGALLIANCE.,Retail Trade
4088,CHECK CRD PUR RTRN 11/11 HGV DEP 111-111-1111    ORLANDO       FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HGV DEP 111-111-1111,Retail Trade
4089,CHECK CRD PUR RTRN 11/11 HAUS MURPHY'S           GLENDALE      AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HAUS MURPHY'S,Retail Trade
4090,CHECK CRD PURCHASE 11/11 PSI*STREET RODDER       111-111-1111  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PSI*STREET RODDER,Retail Trade
4091,CHECK CRD PURCHASE 11/11 D'VILLE DO CO WSA       111-1111111   GA 111111XXXXXX1111 111111111111111                               ?MCC=1111D'VILLE DO CO WSA,Entertainment
4092,DEBIT CRD PUR INTL 11/11 ALT ECOMMERCE           BEIJING       CN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ALT ECOMMERCE,Entertainment
4093,CHECK CRD PURCHASE 11/11 CAPS & MORE             TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CAPS & MORE,Retail Trade
4094,TCA FASTRAK R            IRVINE       CATCA FASTRAK R,Health and Community Services
4095,CHECK CRD PURCHASE 11/11 THORNE PRINTING         NAMPA         ID 111111XXXXXX1111 111111111111111                               ?MCC=1111THORNE PRINTING,Property and Business Services
4096,DEBIT CRD PURCHASE 11/11 PAYPAL *ROVIOMOBILE     11111111111   FI 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PAYPAL *ROVIOMOBILE,"Trade, Professional and Personal Services"
4097,RECUR DEBIT CRD PMT11/11 CIC*ExperianTripleAler  111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CIC*ExperianTripleAler,Property and Business Services
4098,CHECK CRD PURCHASE 11/11 POST SAN JUAN           FRIDAY HARBOR WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11POST SAN JUAN,Entertainment
4099,CHECK CRD PURCHASE 11/11 TEC*SaveologyTech       111-1111111   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TEC*SaveologyTech,Retail Trade
4100,CHECK CRD PURCHASE 11/11 DIS*FAMILYFUN MAGAZINE  111-111-1111  IA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DIS*FAMILYFUN MAGAZINE,Property and Business Services
4101,CHECK CRD PUR RTRN 11/11 PSV*Penny Stock Fort    111-1111111   MD 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PSV*Penny Stock Fort,Retail Trade
4102,CHECK CRD PURCHASE 11/11 EASY ENTREES            LAKEWOOD      CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11EASY ENTREES,Retail Trade
4103,CHECK CRD PURCHASE 11/11 T SHIRT MAGIC           PORT RICHEY   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111T SHIRT MAGIC,Retail Trade
4104,CHECK CRD PURCHASE 11/11 PHI - DR. KRUGER`S      111-111-1111  OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PHI - DR. KRUGER`S,Health and Community Services
4105,CHECK CRD PURCHASE 11/11 TELEVISAPUBLISHING.COM  111-111-1111  FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TELEVISAPUBLISHING.COM,Retail Trade
4106,CHECK CRD PUR RTRN 11/11 POSTNET CO111           FT. COLLINS   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11POSTNET CO111,Retail Trade
4107,CHECK CRD PURCHASE 11/11 VERITY CREDIT UNION     111-1111111   WA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11VERITY CREDIT UNION,Finance
4108,CHECK CRD PURCHASE 11/11 BYU MTC COPY CENTE      PROVO         UT 111111XXXXXX1111 111111111111111                               ?MCC=1111BYU MTC COPY CENTE,Property and Business Services
4109,CHECK CRD PUR RTRN 11/11 TLG*IDPROT11111111JUL   111-1111111   CT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TLG*IDPROT11111111JUL,Retail Trade
4110,CHECK CRD PURCHASE 11/11 BLU*gusaguirre.com      111-1111111   UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BLU*gusaguirre.com,Retail Trade
4111,CHECK CRD PURCHASE 11/11 DAWOOD & CO.            REDLANDS      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DAWOOD & CO.,Retail Trade
4112,RECUR DB CD PMT REV11/11 SB *SAV1GO1111111111    111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111SB *SAV1GO1111111111,Property and Business Services
4113,CHECK CRD PURCHASE 11/11 BLOOMBERG MARKETS       111-111-1111  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BLOOMBERG MARKETS,Retail Trade
4114,RECUR DEBIT CRD PMT11/11 BLU*carmelowalsh.com    111-1111111   UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BLU*carmelowalsh.com,Retail Trade
4115,RECUR DEBIT CRD PMT11/11 TWX*111WSR*BONAPPET     111-111-1111  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TWX*111WSR*BONAPPET,Property and Business Services
4116,RECUR DEBIT CRD PMT11/11 ESPN MAGAZIN*E          111-1111111   CT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ESPN MAGAZIN*E,Retail Trade
4117,RECUR DEBIT CRD PMT11/11 ANC*MyFamily.com        111-1111111   UT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ANC*MyFamily.com,Retail Trade
4118,CHECK CRD PURCHASE 11/11 ACT*Competitor Group    111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACT*Competitor Group,Services to Transport
4119,"CHECK CRD PURCHASE 11/11 AFNI, INC               111-1111111   IL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AFNI, INC",Retail Trade
4120,CHECK CRD PURCHASE 11/11 KIM KOMANDO WESTSTAR    111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KIM KOMANDO WESTSTAR,Property and Business Services
4121,CHECK CRD PURCHASE 11/11 BOTTLE YOUR BRAND       111-111-1111  WA 111111XXXXXX1111 111111111111111                               ?MCC=1111BOTTLE YOUR BRAND,Retail Trade
4122,CHECK CRD PURCHASE 11/11 GAC #11111              WILMINGTON    NC 111111XXXXXX1111 111111111111111                               ?MCC=1111GAC #11111,Retail Trade
4123,CHECK CRD PURCHASE 11/11 PKI/DRLAURA.COM         111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11PKI/DRLAURA.COM,Retail Trade
4124,CHECK CRD PURCHASE 11/11 AVANTUS LLC             111-111-1111  CT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11AVANTUS LLC,Retail Trade
4125,"CHECK CRD PURCHASE 11/11 IDENTITY ONE TO ONE, L  MONROE        LA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11IDENTITY ONE TO ONE, L",Retail Trade
4126,CHECK CRD PURCHASE 11/11 GR *GRADESAVER          GRADESAVER.CO NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GR *GRADESAVER,Retail Trade
4127,CHECK CRD PURCHASE 11/11 DUPONT PUBLISHING IN S  111-1111111   FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11DUPONT PUBLISHING IN S,Retail Trade
4128,RECUR DEBIT CRD PMT11/11 WEDDINGWIRE             111-111-1111  MD 111111XXXXXX1111 111111111111111                               ?MCC=1111WEDDINGWIRE,Health and Community Services
4129,RECUR DB CD PMT REV11/11 TWX*STEINM*PEOPLE       Stamford      NY 111111XXXXXX1111 111111111111111                               ?MCC=1111TWX*STEINM*PEOPLE,Property and Business Services
4130,CHECK CRD PURCHASE 11/11 SMART ADVERTISING INC   MARSHALL      TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SMART ADVERTISING INC,Retail Trade
4131,CHECK CRD PURCHASE 11/11 ACT*AONN MEMBERSHIP     111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACT*AONN MEMBERSHIP,Retail Trade
4132,CHECK CRD PURCHASE 11/11 ACT*GenYSreg.           111-111-1111  CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ACT*GenYSreg.,Retail Trade
4133,CHECK CRD PURCHASE 11/11 VCN*DETROIT VITAL REC   111-1111111   MI 111111XXXXXX1111 111111111111111                               ?MCC=1111 11VCN*DETROIT VITAL REC,Services to Transport
4134,RECUR DEBIT CRD PMT11/11 FORECLOSUREFORTUNESNET  111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FORECLOSUREFORTUNESNET,Property and Business Services
4135,HSA CARD PURCHASE  11/11 DCS Testing             MINNEAPOLIS   MN 111111XXXXXX1111 111111111111111                               ?MCC=1111DCS Testing,Retail Trade
4136,CHECK CRD PURCHASE 11/11 A&J TIME RENTALS INC    WHEAT RIDGE   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11A&J TIME RENTALS INC,Retail Trade
4137,CHECK CRD PURCHASE 11/11 MONEY PAGES             1111111111    FL 111111XXXXXX1111 111111111111111                               ?MCC=1111MONEY PAGES,Retail Trade
4138,CHECK CRD PURCHASE 11/11 CSI PRINTING            FOUNTAIN HILL AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CSI PRINTING,Property and Business Services
4139,CHECK CRD PURCHASE 11/11 MAG*YOUNG RIDER MAGZN   111-111-1111  TN 111111XXXXXX1111 111111111111111                               ?MCC=1111 11MAG*YOUNG RIDER MAGZN,Retail Trade
4140,CHECK CRD PURCHASE 11/11 TUBBS HDW/CAJUN GIFT    BOSSIER CITY  LA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TUBBS HDW/CAJUN GIFT,Retail Trade
4141,CHECK CRD PURCHASE 11/11 CAPITAL MANAGEMENT SER  111-1111111   NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CAPITAL MANAGEMENT SER,"Trade, Professional and Personal Services"
4142,CHECK CRD PURCHASE 11/11 CTYOFWSTMNSTERPOLICEDE  WESTMINSTER   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CTYOFWSTMNSTERPOLICEDE,Retail Trade
4143,CHECK CRD PURCHASE 11/11 KONA MIX PLATE          BEND          OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11KONA MIX PLATE,Entertainment
4144,CHECK CRD PURCHASE 11/11 FUSION OF IDEAS         MISSION VIEJO CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11FUSION OF IDEAS,Entertainment
4145,CHECK CRD PURCHASE 11/11 GOOGLE *SGN Games       GOOGLE.COM/CH CA 111111XXXXXX1111 111111111111111                               ?MCC=1111GOOGLE *SGN Games,Property and Business Services
4146,CHECK CRD PURCHASE 11/11 CEDAR ST PRINT THE MAI  TRINIDAD      CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CEDAR ST PRINT THE MAI,Entertainment
4147,CHECK CRD PUR RTRN 11/11 RACEIT-TOUGHMUDDER      111-111-1111  VA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11RACEIT-TOUGHMUDDER,Retail Trade
4148,CHECK CRD PURCHASE 11/11 CLINT CORP              111-111-1111  FL 111111XXXXXX1111 111111111111111                               ?MCC=1111CLINT CORP,Retail Trade
4149,CHECK CRD PURCHASE 11/11 YOUR BENEFITS           111-111-1111  FL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11YOUR BENEFITS,Retail Trade
4150,CHECK CRD PURCHASE 11/11 EXPRESS ALL STARS       111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11EXPRESS ALL STARS,Retail Trade
4151,RECUR DEBIT CRD PMT11/11 UMG*DENT(111)1111111    111-111-1111  IL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11UMG*DENT(111)1111111,Health and Community Services
4152,CHECK CRD PURCHASE 11/11 ROCKET MEDIA            111-111-1111  AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111ROCKET MEDIA,Retail Trade
4153,CHECK CRD PURCHASE 11/11 TSP*INTERNET            111-1111111   PA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TSP*INTERNET,Retail Trade
4154,CHECK CRD PURCHASE 11/11 T.E.A.D./GUNGRIPSUPPLY  111-111-1111  NC 111111XXXXXX1111 111111111111111                               ?MCC=1111 11T.E.A.D./GUNGRIPSUPPLY,Retail Trade
4155,RECUR DEBIT CRD PMT11/11 TLG*EVGUEST11111111JAN  111-1111111   CT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TLG*EVGUEST11111111JAN,Property and Business Services
4156,DEBIT CRD PUR INTL 11/11 BOMPRECO BA 111         SALVADOR      BR 111111XXXXXX1111 111111111111111                               ?MCC=1111BOMPRECO BA 111,Entertainment
4157,CHECK CRD PURCHASE 11/11 CONTROLS INC            111-1111111   NC 111111XXXXXX1111 111111111111111                               ?MCC=1111CONTROLS INC,Retail Trade
4158,CHECK CRD PURCHASE 11/11 POSTNET CO111           FT. COLLINS   CO 111111XXXXXX1111 111111111111111                               ?MCC=1111 11POSTNET CO111,Property and Business Services
4159,RECUR DEBIT CRD PMT11/11 CNP*SELF MAGAZINE       111-111-1111  CO 111111XXXXXX1111 111111111111111                               ?MCC=1111CNP*SELF MAGAZINE,Property and Business Services
4160,CHECK CRD PURCHASE 11/11 SOUTHERN GROUND STO     111-111-1111  GA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SOUTHERN GROUND STO,Retail Trade
4161,CHECK CRD PURCHASE 11/11 CSA INMATE CALLS        111-111-1111  GA 111111XXXXXX1111 111111111111111                               ?MCC=1111CSA INMATE CALLS,Retail Trade
4162,RECUR DEBIT CRD PMT11/11 TWX*XR1111*WOMANDAY     111-111-1111  NY 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TWX*XR1111*WOMANDAY,Property and Business Services
4163,CHECK CRD PURCHASE 11/11 LB PRESS TELEGRAM SUBS  111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11LB PRESS TELEGRAM SUBS,Retail Trade
4164,RECUR DEBIT CRD PMT11/11 E/P TRAGEDIES           111-111-1111  CT 111111XXXXXX1111 111111111111111                               ?MCC=1111 11E/P TRAGEDIES,Retail Trade
4165,CHECK CRD PURCHASE 11/11 SDBV LOCKERS AIRPORT    LUCHTHAVEN SC NL 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SDBV LOCKERS AIRPORT,Services to Transport
4166,CHECK CRD PURCHASE 11/11 SAN TAN VALLEY CHA      111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111SAN TAN VALLEY CHA,"Trade, Professional and Personal Services"
4167,CHECK CRD PUR RTRN 11/11 GOOGLE *Russian Flora   google.com/ch CA 111111XXXXXX1111 111111111111111                               ?MCC=1111GOOGLE *Russian Flora,Retail Trade
4168,"CHECK CRD PURCHASE 11/11 GSM, LLC                111-1111111   TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GSM, LLC",Retail Trade
4169,CHECK CRD PURCHASE 11/11 SENTE CREATIVE          111-1111111   OR 111111XXXXXX1111 111111111111111                               ?MCC=1111 11SENTE CREATIVE,Retail Trade
4170,CHECK CRD PURCHASE 11/11 SCX*TWINS ROOF TOP      SHOWCLIX.COM  PA 111111XXXXXX1111 111111111111111                               ?MCC=1111SCX*TWINS ROOF TOP,Retail Trade
4171,CHECK CRD PURCHASE 11/11 TRAVIS BLDG 111 IC      TRAVIS AFB    CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TRAVIS BLDG 111 IC,Retail Trade
4172,CHECK CRD PURCHASE 11/11 OTOSCOPE SALES          111-111-1111  TX 111111XXXXXX1111 111111111111111                               ?MCC=1111 11OTOSCOPE SALES,Retail Trade
4173,CHECK CRD PURCHASE 11/11 TAS VI LLC DBA11111111  COFFEYVILLE   KS 111111XXXXXX1111 111111111111111                               ?MCC=1111 11TAS VI LLC DBA11111111,Retail Trade
4174,CHECK CRD PURCHASE 11/11 CAMPAIGNDEFEATOBAMA     111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11CAMPAIGNDEFEATOBAMA,Retail Trade
4175,CHECK CRD PURCHASE 11/11 1TH JD BLUE EARTH       111-1111111   MN 111111XXXXXX1111 111111111111111                               ?MCC=11111TH JD BLUE EARTH,Retail Trade
4176,CHECK CRD PURCHASE 11/11 ERV'S EQUIPMENT RENTAL  TUCSON        AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11ERV'S EQUIPMENT RENTAL,Property and Business Services
4177,CHECK CRD PURCHASE 11/11 BATH BY BETTIJO         111-1111111   AZ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11BATH BY BETTIJO,Retail Trade
4178,RECUR DB CD PMT REV11/11 HAB* HABAND PERKS       111-1111111   NJ 111111XXXXXX1111 111111111111111                               ?MCC=1111 11HAB* HABAND PERKS,Retail Trade
4179,CHECK CRD PURCHASE 11/11 GOOGLE *HiTechPilot     GOOGLE.COM/CH CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GOOGLE *HiTechPilot,Property and Business Services
4180,CHECK CRD PURCHASE 11/11 GRC*PrincipalSecre 1 o  111-1111111   CA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11GRC*PrincipalSecre 1 o,Property and Business Services
4181,CHECK CRD PURCHASE 11/11 FHTM                    111-111-1111  KY 111111XXXXXX1111 111111111111111                               ?MCC=1111FHTM,Retail Trade
4182,CHECK CRD PURCHASE 11/11 PRINTING & DIGITAL      PASADENA      CA 111111XXXXXX1111 111111111111111                               ?MCC=1111PRINTING & DIGITAL,Property and Business Services
4183,CHECK CRD PURCHASE 11/11 W P*NATIONAL ENQUIRER   111-111-1111  IA 111111XXXXXX1111 111111111111111                               ?MCC=1111 11W P*NATIONAL ENQUIRER,Retail Trade
